dataset,fold,step,fe
semeion,0,18,random_proj
semeion,0,19,identity
semeion,0,20,ht_svd
semeion,0,21,identity
semeion,0,22,ht_svd
semeion,0,23,ht_svd
semeion,0,24,random_proj
semeion,0,25,ht_svd
semeion,0,26,ht_svd
semeion,0,27,ht_svd
semeion,0,28,ht_svd
semeion,0,29,random_proj
semeion,0,30,ht_svd
semeion,0,31,random_proj
semeion,0,32,identity
semeion,0,33,ht_svd
semeion,0,34,identity
semeion,0,35,ht_svd
semeion,0,36,ht_svd
semeion,0,37,random_proj
semeion,0,38,random_proj
semeion,0,39,ht_svd
semeion,0,40,ht_svd
semeion,0,41,ht_svd
semeion,0,42,ht_svd
semeion,0,43,identity
semeion,0,44,ht_svd
semeion,0,45,ht_svd
semeion,0,46,random_proj
semeion,0,47,ht_svd
semeion,0,48,ht_svd
semeion,0,49,random_proj
semeion,0,50,random_proj
semeion,0,51,identity
semeion,0,52,ht_svd
semeion,0,53,ht_svd
semeion,0,54,ht_svd
semeion,0,55,identity
semeion,0,56,ht_svd
semeion,0,57,ht_svd
semeion,0,58,identity
semeion,0,59,ht_svd
semeion,0,60,ht_svd
semeion,0,61,ht_svd
semeion,0,62,ht_svd
semeion,0,63,identity
semeion,0,64,ht_svd
semeion,0,65,identity
semeion,0,66,identity
semeion,0,67,identity
semeion,0,68,random_proj
semeion,0,69,ht_svd
semeion,0,70,identity
semeion,0,71,ht_svd
semeion,0,72,random_proj
semeion,0,73,identity
semeion,0,74,ht_svd
semeion,0,75,random_proj
semeion,0,76,ht_svd
semeion,0,77,random_proj
semeion,0,78,identity
semeion,0,79,random_proj
semeion,0,80,identity
semeion,0,81,random_proj
semeion,0,82,identity
semeion,0,83,random_proj
semeion,0,84,random_proj
semeion,0,85,random_proj
semeion,0,86,ht_svd
semeion,0,87,identity
semeion,0,88,identity
semeion,0,89,random_proj
semeion,0,90,ht_svd
semeion,0,91,random_proj
semeion,0,92,random_proj
semeion,0,93,random_proj
semeion,0,94,identity
semeion,0,95,random_proj
semeion,0,96,ht_svd
semeion,0,97,random_proj
semeion,0,98,identity
semeion,0,99,random_proj
semeion,1,0,identity
semeion,1,1,identity
semeion,1,2,identity
semeion,1,3,identity
semeion,1,4,identity
semeion,1,5,identity
semeion,1,6,identity
semeion,1,7,identity
semeion,1,8,ht_svd
semeion,1,9,ht_svd
semeion,1,10,identity
semeion,1,11,ht_svd
semeion,1,12,ht_svd
semeion,1,13,ht_svd
semeion,1,14,identity
semeion,1,15,ht_svd
semeion,1,16,ht_svd
semeion,1,17,random_proj
semeion,1,18,random_proj
semeion,1,19,identity
semeion,1,20,ht_svd
semeion,1,21,ht_svd
semeion,1,22,random_proj
semeion,1,23,identity
semeion,1,24,ht_svd
semeion,1,25,ht_svd
semeion,1,26,identity
semeion,1,27,ht_svd
semeion,1,28,random_proj
semeion,1,29,random_proj
semeion,1,30,random_proj
semeion,1,31,ht_svd
semeion,1,32,ht_svd
semeion,1,33,ht_svd
semeion,1,34,ht_svd
semeion,1,35,identity
semeion,1,36,identity
semeion,1,37,random_proj
semeion,1,38,random_proj
semeion,1,39,identity
semeion,1,40,identity
semeion,1,41,identity
semeion,1,42,ht_svd
semeion,1,43,identity
semeion,1,44,identity
semeion,1,45,identity
semeion,1,46,ht_svd
semeion,1,47,random_proj
semeion,1,48,random_proj
semeion,1,49,random_proj
semeion,1,50,ht_svd
semeion,1,51,random_proj
semeion,1,52,ht_svd
semeion,1,53,identity
semeion,1,54,identity
semeion,1,55,random_proj
semeion,1,56,identity
semeion,1,57,identity
semeion,1,58,identity
semeion,1,59,ht_svd
semeion,1,60,identity
semeion,1,61,identity
semeion,1,62,identity
semeion,1,63,identity
semeion,1,64,ht_svd
semeion,1,65,identity
semeion,1,66,identity
semeion,1,67,identity
semeion,1,68,identity
semeion,1,69,identity
semeion,1,70,ht_svd
semeion,1,71,random_proj
semeion,1,72,identity
semeion,1,73,identity
semeion,1,74,identity
semeion,1,75,random_proj
semeion,1,76,identity
semeion,1,77,identity
semeion,1,78,ht_svd
semeion,1,79,ht_svd
semeion,1,80,identity
semeion,1,81,ht_svd
semeion,1,82,random_proj
semeion,1,83,random_proj
semeion,1,84,random_proj
semeion,1,85,identity
semeion,1,86,random_proj
semeion,1,87,identity
semeion,1,88,random_proj
semeion,1,89,ht_svd
semeion,1,90,random_proj
semeion,1,91,random_proj
semeion,1,92,random_proj
semeion,1,93,identity
semeion,1,94,random_proj
semeion,1,95,random_proj
semeion,1,96,ht_svd
semeion,1,97,random_proj
semeion,1,98,random_proj
semeion,1,99,random_proj
semeion,2,0,identity
semeion,2,1,identity
semeion,2,2,identity
semeion,2,3,identity
semeion,2,4,identity
semeion,2,5,ht_svd
semeion,2,6,identity
semeion,2,7,identity
semeion,2,8,identity
semeion,2,9,ht_svd
semeion,2,10,identity
semeion,2,11,ht_svd
semeion,2,12,identity
semeion,2,13,ht_svd
semeion,2,14,ht_svd
semeion,2,15,ht_svd
semeion,2,16,identity
semeion,2,17,random_proj
semeion,2,18,identity
semeion,2,19,ht_svd
semeion,2,20,ht_svd
semeion,2,21,random_proj
semeion,2,22,random_proj
semeion,2,23,identity
semeion,2,24,identity
semeion,2,25,ht_svd
semeion,2,26,ht_svd
semeion,2,27,ht_svd
semeion,2,28,random_proj
semeion,2,29,ht_svd
semeion,2,30,identity
semeion,2,31,random_proj
semeion,2,32,identity
semeion,2,33,identity
semeion,2,34,identity
semeion,2,35,identity
semeion,2,36,identity
semeion,2,37,identity
semeion,2,38,identity
semeion,2,39,random_proj
semeion,2,40,random_proj
semeion,2,41,ht_svd
semeion,2,42,random_proj
semeion,2,43,ht_svd
semeion,2,44,identity
semeion,2,45,random_proj
semeion,2,46,ht_svd
semeion,2,47,ht_svd
semeion,2,48,identity
semeion,2,49,identity
semeion,2,50,random_proj
semeion,2,51,ht_svd
semeion,2,52,ht_svd
semeion,2,53,random_proj
semeion,2,54,random_proj
semeion,2,55,ht_svd
semeion,2,56,ht_svd
semeion,2,57,ht_svd
semeion,2,58,identity
semeion,2,59,random_proj
semeion,2,60,ht_svd
semeion,2,61,random_proj
semeion,2,62,random_proj
semeion,2,63,identity
semeion,2,64,ht_svd
semeion,2,65,random_proj
semeion,2,66,random_proj
semeion,2,67,identity
semeion,2,68,identity
semeion,2,69,identity
semeion,2,70,random_proj
semeion,2,71,identity
semeion,2,72,identity
semeion,2,73,random_proj
semeion,2,74,ht_svd
semeion,2,75,random_proj
semeion,2,76,random_proj
semeion,2,77,random_proj
semeion,2,78,random_proj
semeion,2,79,identity
semeion,2,80,random_proj
semeion,2,81,identity
semeion,2,82,random_proj
semeion,2,83,random_proj
semeion,2,84,random_proj
semeion,2,85,random_proj
semeion,2,86,random_proj
semeion,2,87,random_proj
semeion,2,88,identity
semeion,2,89,ht_svd
semeion,2,90,ht_svd
semeion,2,91,identity
semeion,2,92,ht_svd
semeion,2,93,random_proj
semeion,2,94,ht_svd
semeion,2,95,random_proj
semeion,2,96,random_proj
semeion,2,97,ht_svd
semeion,2,98,random_proj
semeion,2,99,random_proj
semeion,3,0,identity
semeion,3,1,identity
semeion,3,2,identity
semeion,3,3,identity
semeion,3,4,identity
semeion,3,5,identity
semeion,3,6,ht_svd
semeion,3,7,identity
semeion,3,8,ht_svd
semeion,3,9,ht_svd
semeion,3,10,ht_svd
semeion,3,11,identity
semeion,3,12,random_proj
semeion,3,13,identity
semeion,3,14,ht_svd
semeion,3,15,identity
semeion,3,16,ht_svd
semeion,3,17,identity
semeion,3,18,ht_svd
semeion,3,19,random_proj
semeion,3,20,ht_svd
semeion,3,21,ht_svd
semeion,3,22,ht_svd
semeion,3,23,random_proj
semeion,3,24,identity
semeion,3,25,identity
semeion,3,26,ht_svd
semeion,3,27,ht_svd
semeion,3,28,identity
semeion,3,29,identity
semeion,3,30,ht_svd
semeion,3,31,ht_svd
semeion,3,32,random_proj
semeion,3,33,identity
semeion,3,34,random_proj
semeion,3,35,ht_svd
semeion,3,36,ht_svd
semeion,3,37,ht_svd
semeion,3,38,ht_svd
semeion,3,39,ht_svd
semeion,3,40,ht_svd
semeion,3,41,random_proj
semeion,3,42,ht_svd
semeion,3,43,ht_svd
semeion,3,44,ht_svd
semeion,3,45,random_proj
semeion,3,46,random_proj
semeion,3,47,ht_svd
semeion,3,48,ht_svd
semeion,3,49,identity
semeion,3,50,identity
semeion,3,51,ht_svd
semeion,3,52,ht_svd
semeion,3,53,ht_svd
semeion,3,54,ht_svd
semeion,3,55,ht_svd
semeion,3,56,random_proj
semeion,3,57,random_proj
semeion,3,58,identity
semeion,3,59,identity
semeion,3,60,ht_svd
semeion,3,61,ht_svd
semeion,3,62,random_proj
semeion,3,63,ht_svd
semeion,3,64,identity
semeion,3,65,ht_svd
semeion,3,66,identity
semeion,3,67,identity
semeion,3,68,identity
semeion,3,69,identity
semeion,3,70,ht_svd
semeion,3,71,identity
semeion,3,72,identity
semeion,3,73,ht_svd
semeion,3,74,ht_svd
semeion,3,75,random_proj
semeion,3,76,identity
semeion,3,77,random_proj
semeion,3,78,random_proj
semeion,3,79,identity
semeion,3,80,random_proj
semeion,3,81,random_proj
semeion,3,82,ht_svd
semeion,3,83,ht_svd
semeion,3,84,random_proj
semeion,3,85,random_proj
semeion,3,86,ht_svd
semeion,3,87,random_proj
semeion,3,88,ht_svd
semeion,3,89,random_proj
semeion,3,90,random_proj
semeion,3,91,random_proj
semeion,3,92,random_proj
semeion,3,93,ht_svd
semeion,3,94,random_proj
semeion,3,95,ht_svd
semeion,3,96,identity
semeion,3,97,ht_svd
semeion,3,98,random_proj
semeion,3,99,random_proj
musk-2,0,0,autofeat
musk-2,0,1,autofeat
musk-2,0,2,autofeat
musk-2,0,3,autofeat
musk-2,0,4,identity
musk-2,0,5,autofeat
musk-2,0,6,identity
musk-2,0,7,identity
musk-2,0,8,autofeat
musk-2,0,9,random_proj
musk-2,0,10,ht_svd
musk-2,0,11,autofeat
musk-2,0,12,ht_svd
musk-2,0,13,autofeat
musk-2,0,14,ht_svd
musk-2,0,15,identity
musk-2,0,16,autofeat
musk-2,0,17,identity
musk-2,0,18,identity
musk-2,0,19,autofeat
musk-2,0,20,random_proj
musk-2,0,21,ht_svd
musk-2,0,22,autofeat
musk-2,0,23,ht_svd
musk-2,0,24,identity
musk-2,0,25,ht_svd
musk-2,0,26,identity
musk-2,0,27,random_proj
musk-2,0,28,random_proj
musk-2,0,29,ht_svd
musk-2,0,30,identity
musk-2,0,31,autofeat
musk-2,0,32,identity
musk-2,0,33,ht_svd
musk-2,0,34,random_proj
musk-2,0,35,autofeat
musk-2,0,36,random_proj
musk-2,0,37,random_proj
musk-2,0,38,autofeat
musk-2,0,39,random_proj
musk-2,0,40,identity
musk-2,0,41,identity
musk-2,0,42,identity
musk-2,0,43,autofeat
musk-2,0,44,ht_svd
musk-2,0,45,identity
musk-2,0,46,autofeat
musk-2,0,47,identity
musk-2,0,48,identity
musk-2,0,49,identity
musk-2,0,50,identity
musk-2,0,51,autofeat
musk-2,0,52,identity
musk-2,0,53,identity
musk-2,0,54,random_proj
musk-2,0,55,ht_svd
musk-2,0,56,identity
musk-2,0,57,ht_svd
musk-2,0,58,random_proj
musk-2,0,59,random_proj
musk-2,0,60,identity
musk-2,0,61,random_proj
musk-2,0,62,ht_svd
musk-2,0,63,autofeat
musk-2,0,64,ht_svd
musk-2,0,65,ht_svd
musk-2,0,66,ht_svd
musk-2,0,67,ht_svd
musk-2,0,68,ht_svd
musk-2,0,69,ht_svd
musk-2,0,70,ht_svd
musk-2,0,71,ht_svd
musk-2,0,72,autofeat
musk-2,0,73,random_proj
musk-2,0,74,autofeat
musk-2,0,75,identity
musk-2,0,76,ht_svd
musk-2,0,77,autofeat
musk-2,0,78,autofeat
musk-2,0,79,autofeat
musk-2,0,80,autofeat
musk-2,0,81,autofeat
musk-2,0,82,random_proj
musk-2,0,83,random_proj
musk-2,0,84,random_proj
musk-2,0,85,random_proj
musk-2,0,86,random_proj
musk-2,0,87,ht_svd
musk-2,0,88,ht_svd
musk-2,0,89,autofeat
musk-2,0,90,ht_svd
musk-2,0,91,autofeat
musk-2,0,92,autofeat
musk-2,0,93,ht_svd
musk-2,0,94,autofeat
musk-2,0,95,ht_svd
musk-2,0,96,ht_svd
musk-2,0,97,ht_svd
musk-2,0,98,ht_svd
musk-2,0,99,ht_svd
musk-2,1,0,identity
musk-2,1,1,identity
musk-2,1,2,autofeat
musk-2,1,3,identity
musk-2,1,4,autofeat
musk-2,1,5,identity
musk-2,1,6,autofeat
musk-2,1,7,autofeat
musk-2,1,8,autofeat
musk-2,1,9,identity
musk-2,1,10,autofeat
musk-2,1,11,autofeat
musk-2,1,12,identity
musk-2,1,13,autofeat
musk-2,1,14,random_proj
musk-2,1,15,autofeat
musk-2,1,16,ht_svd
musk-2,1,17,autofeat
musk-2,1,18,random_proj
musk-2,1,19,autofeat
musk-2,1,20,autofeat
musk-2,1,21,ht_svd
musk-2,1,22,identity
musk-2,1,23,autofeat
musk-2,1,24,ht_svd
musk-2,1,25,random_proj
musk-2,1,26,random_proj
musk-2,1,27,random_proj
musk-2,1,28,random_proj
musk-2,1,29,random_proj
musk-2,1,30,random_proj
musk-2,1,31,autofeat
musk-2,1,32,random_proj
musk-2,1,33,random_proj
musk-2,1,34,autofeat
musk-2,1,35,autofeat
musk-2,1,36,autofeat
musk-2,1,37,autofeat
musk-2,1,38,identity
musk-2,1,39,autofeat
musk-2,1,40,autofeat
musk-2,1,41,autofeat
musk-2,1,42,random_proj
musk-2,1,43,random_proj
musk-2,1,44,ht_svd
musk-2,1,45,ht_svd
musk-2,1,46,autofeat
musk-2,1,47,ht_svd
musk-2,1,48,identity
musk-2,1,49,identity
musk-2,1,50,random_proj
musk-2,1,51,random_proj
musk-2,1,52,autofeat
musk-2,1,53,random_proj
musk-2,1,54,identity
musk-2,1,55,identity
musk-2,1,56,random_proj
musk-2,1,57,identity
musk-2,1,58,identity
musk-2,1,59,random_proj
musk-2,1,60,random_proj
musk-2,1,61,autofeat
musk-2,1,62,autofeat
musk-2,1,63,identity
musk-2,1,64,autofeat
musk-2,1,65,autofeat
musk-2,1,66,random_proj
musk-2,1,67,autofeat
musk-2,1,68,random_proj
musk-2,1,69,autofeat
musk-2,1,70,random_proj
musk-2,1,71,random_proj
musk-2,1,72,random_proj
musk-2,1,73,random_proj
musk-2,1,74,random_proj
musk-2,1,75,random_proj
musk-2,1,76,autofeat
musk-2,1,77,autofeat
musk-2,1,78,random_proj
musk-2,1,79,random_proj
musk-2,1,80,autofeat
musk-2,1,81,autofeat
musk-2,1,82,random_proj
musk-2,1,83,random_proj
musk-2,1,84,random_proj
musk-2,1,85,ht_svd
musk-2,1,86,random_proj
musk-2,1,87,ht_svd
musk-2,1,88,random_proj
musk-2,1,89,ht_svd
musk-2,1,90,random_proj
musk-2,1,91,random_proj
musk-2,1,92,random_proj
musk-2,1,93,autofeat
musk-2,1,94,random_proj
musk-2,1,95,random_proj
musk-2,1,96,random_proj
musk-2,1,97,random_proj
musk-2,1,98,random_proj
musk-2,1,99,identity
musk-2,2,0,autofeat
musk-2,2,1,identity
musk-2,2,2,identity
musk-2,2,3,autofeat
musk-2,2,4,identity
musk-2,2,5,identity
musk-2,2,6,autofeat
musk-2,2,7,autofeat
musk-2,2,8,autofeat
musk-2,2,9,autofeat
musk-2,2,10,random_proj
musk-2,2,11,autofeat
musk-2,2,12,ht_svd
musk-2,2,13,autofeat
musk-2,2,14,autofeat
musk-2,2,15,random_proj
musk-2,2,16,ht_svd
musk-2,2,17,random_proj
musk-2,2,18,autofeat
musk-2,2,19,identity
musk-2,2,20,identity
musk-2,2,21,autofeat
musk-2,2,22,random_proj
musk-2,2,23,random_proj
musk-2,2,24,identity
musk-2,2,25,identity
musk-2,2,26,autofeat
musk-2,2,27,autofeat
musk-2,2,28,autofeat
musk-2,2,29,autofeat
musk-2,2,30,random_proj
musk-2,2,31,identity
musk-2,2,32,identity
musk-2,2,33,autofeat
musk-2,2,34,autofeat
musk-2,2,35,random_proj
musk-2,2,36,identity
musk-2,2,37,autofeat
musk-2,2,38,autofeat
musk-2,2,39,ht_svd
musk-2,2,40,identity
musk-2,2,41,identity
musk-2,2,42,identity
musk-2,2,43,ht_svd
musk-2,2,44,ht_svd
musk-2,2,45,autofeat
musk-2,2,46,identity
musk-2,2,47,autofeat
musk-2,2,48,identity
musk-2,2,49,identity
musk-2,2,50,random_proj
musk-2,2,51,random_proj
musk-2,2,52,autofeat
musk-2,2,53,random_proj
musk-2,2,54,ht_svd
musk-2,2,55,random_proj
musk-2,2,56,autofeat
musk-2,2,57,identity
musk-2,2,58,autofeat
musk-2,2,59,identity
musk-2,2,60,random_proj
musk-2,2,61,identity
musk-2,2,62,identity
musk-2,2,63,ht_svd
musk-2,2,64,identity
musk-2,2,65,random_proj
musk-2,2,66,autofeat
musk-2,2,67,random_proj
musk-2,2,68,random_proj
musk-2,2,69,identity
musk-2,2,70,autofeat
musk-2,2,71,identity
musk-2,2,72,identity
musk-2,2,73,autofeat
musk-2,2,74,autofeat
musk-2,2,75,autofeat
musk-2,2,76,identity
musk-2,2,77,identity
musk-2,2,78,autofeat
musk-2,2,79,random_proj
musk-2,2,80,identity
musk-2,2,81,autofeat
musk-2,2,82,random_proj
musk-2,2,83,random_proj
musk-2,2,84,identity
musk-2,2,85,autofeat
musk-2,2,86,autofeat
musk-2,2,87,identity
musk-2,2,88,identity
musk-2,2,89,random_proj
musk-2,2,90,random_proj
musk-2,2,91,identity
musk-2,2,92,identity
musk-2,2,93,random_proj
musk-2,2,94,autofeat
musk-2,2,95,identity
musk-2,2,96,autofeat
musk-2,2,97,ht_svd
musk-2,2,98,autofeat
musk-2,2,99,identity
musk-2,3,0,autofeat
musk-2,3,1,identity
musk-2,3,2,identity
musk-2,3,3,autofeat
musk-2,3,4,autofeat
musk-2,3,5,identity
musk-2,3,6,autofeat
musk-2,3,7,autofeat
musk-2,3,8,random_proj
musk-2,3,9,autofeat
musk-2,3,10,autofeat
musk-2,3,11,autofeat
musk-2,3,12,autofeat
musk-2,3,13,autofeat
musk-2,3,14,identity
musk-2,3,15,autofeat
musk-2,3,16,autofeat
musk-2,3,17,autofeat
musk-2,3,18,autofeat
musk-2,3,19,ht_svd
musk-2,3,20,ht_svd
musk-2,3,21,ht_svd
musk-2,3,22,autofeat
musk-2,3,23,identity
musk-2,3,24,identity
musk-2,3,25,autofeat
musk-2,3,26,autofeat
musk-2,3,27,autofeat
musk-2,3,28,ht_svd
musk-2,3,29,ht_svd
musk-2,3,30,ht_svd
musk-2,3,31,identity
musk-2,3,32,autofeat
musk-2,3,33,random_proj
musk-2,3,34,ht_svd
musk-2,3,35,autofeat
musk-2,3,36,ht_svd
musk-2,3,37,ht_svd
musk-2,3,38,ht_svd
musk-2,3,39,ht_svd
musk-2,3,40,ht_svd
musk-2,3,41,identity
musk-2,3,42,autofeat
musk-2,3,43,autofeat
musk-2,3,44,ht_svd
musk-2,3,45,identity
musk-2,3,46,random_proj
musk-2,3,47,random_proj
musk-2,3,48,ht_svd
musk-2,3,49,autofeat
musk-2,3,50,random_proj
musk-2,3,51,autofeat
musk-2,3,52,autofeat
musk-2,3,53,autofeat
musk-2,3,54,autofeat
musk-2,3,55,ht_svd
musk-2,3,56,ht_svd
musk-2,3,57,autofeat
musk-2,3,58,random_proj
musk-2,3,59,autofeat
musk-2,3,60,ht_svd
musk-2,3,61,ht_svd
musk-2,3,62,autofeat
musk-2,3,63,identity
musk-2,3,64,ht_svd
musk-2,3,65,random_proj
musk-2,3,66,ht_svd
musk-2,3,67,ht_svd
musk-2,3,68,random_proj
musk-2,3,69,autofeat
musk-2,3,70,autofeat
musk-2,3,71,identity
musk-2,3,72,ht_svd
musk-2,3,73,ht_svd
musk-2,3,74,ht_svd
musk-2,3,75,random_proj
musk-2,3,76,random_proj
musk-2,3,77,autofeat
musk-2,3,78,ht_svd
musk-2,3,79,autofeat
musk-2,3,80,identity
musk-2,3,81,autofeat
musk-2,3,82,autofeat
musk-2,3,83,ht_svd
musk-2,3,84,autofeat
musk-2,3,85,autofeat
musk-2,3,86,identity
musk-2,3,87,autofeat
musk-2,3,88,autofeat
musk-2,3,89,autofeat
musk-2,3,90,ht_svd
musk-2,3,91,random_proj
musk-2,3,92,random_proj
musk-2,3,93,ht_svd
musk-2,3,94,autofeat
musk-2,3,95,random_proj
musk-2,3,96,identity
musk-2,3,97,autofeat
musk-2,3,98,identity
musk-2,3,99,autofeat
pittsburg-bridges-MATERIAL,0,0,autofeat
pittsburg-bridges-MATERIAL,0,1,identity
pittsburg-bridges-MATERIAL,0,2,random_proj
pittsburg-bridges-MATERIAL,0,3,identity
pittsburg-bridges-MATERIAL,0,4,random_proj
pittsburg-bridges-MATERIAL,0,5,identity
pittsburg-bridges-MATERIAL,0,6,ht_svd
pittsburg-bridges-MATERIAL,0,7,random_proj
pittsburg-bridges-MATERIAL,0,8,random_proj
pittsburg-bridges-MATERIAL,0,9,random_proj
pittsburg-bridges-MATERIAL,0,10,identity
pittsburg-bridges-MATERIAL,0,11,random_proj
pittsburg-bridges-MATERIAL,0,12,random_proj
pittsburg-bridges-MATERIAL,0,13,random_proj
pittsburg-bridges-MATERIAL,0,14,autofeat
pittsburg-bridges-MATERIAL,0,15,random_proj
pittsburg-bridges-MATERIAL,0,16,ht_svd
pittsburg-bridges-MATERIAL,0,17,identity
pittsburg-bridges-MATERIAL,0,18,random_proj
pittsburg-bridges-MATERIAL,0,19,identity
pittsburg-bridges-MATERIAL,0,20,random_proj
pittsburg-bridges-MATERIAL,0,21,random_proj
pittsburg-bridges-MATERIAL,0,22,random_proj
pittsburg-bridges-MATERIAL,0,23,random_proj
pittsburg-bridges-MATERIAL,0,24,random_proj
pittsburg-bridges-MATERIAL,0,25,identity
pittsburg-bridges-MATERIAL,0,26,autofeat
pittsburg-bridges-MATERIAL,0,27,identity
pittsburg-bridges-MATERIAL,0,28,identity
pittsburg-bridges-MATERIAL,0,29,random_proj
pittsburg-bridges-MATERIAL,0,30,random_proj
pittsburg-bridges-MATERIAL,0,31,identity
pittsburg-bridges-MATERIAL,0,32,random_proj
pittsburg-bridges-MATERIAL,0,33,random_proj
pittsburg-bridges-MATERIAL,0,34,random_proj
pittsburg-bridges-MATERIAL,0,35,random_proj
pittsburg-bridges-MATERIAL,0,36,random_proj
pittsburg-bridges-MATERIAL,0,37,random_proj
pittsburg-bridges-MATERIAL,0,38,random_proj
pittsburg-bridges-MATERIAL,0,39,random_proj
pittsburg-bridges-MATERIAL,0,40,random_proj
pittsburg-bridges-MATERIAL,0,41,random_proj
pittsburg-bridges-MATERIAL,0,42,random_proj
pittsburg-bridges-MATERIAL,0,43,random_proj
pittsburg-bridges-MATERIAL,0,44,autofeat
pittsburg-bridges-MATERIAL,0,45,random_proj
pittsburg-bridges-MATERIAL,0,46,random_proj
pittsburg-bridges-MATERIAL,0,47,random_proj
pittsburg-bridges-MATERIAL,0,48,identity
pittsburg-bridges-MATERIAL,0,49,identity
pittsburg-bridges-MATERIAL,0,50,random_proj
pittsburg-bridges-MATERIAL,0,51,random_proj
pittsburg-bridges-MATERIAL,0,52,random_proj
pittsburg-bridges-MATERIAL,0,53,random_proj
pittsburg-bridges-MATERIAL,0,54,identity
pittsburg-bridges-MATERIAL,0,55,random_proj
pittsburg-bridges-MATERIAL,0,56,identity
pittsburg-bridges-MATERIAL,0,57,identity
pittsburg-bridges-MATERIAL,0,58,identity
pittsburg-bridges-MATERIAL,0,59,identity
pittsburg-bridges-MATERIAL,0,60,identity
pittsburg-bridges-MATERIAL,0,61,identity
pittsburg-bridges-MATERIAL,0,62,random_proj
pittsburg-bridges-MATERIAL,0,63,identity
pittsburg-bridges-MATERIAL,0,64,identity
pittsburg-bridges-MATERIAL,0,65,identity
pittsburg-bridges-MATERIAL,0,66,identity
pittsburg-bridges-MATERIAL,0,67,identity
pittsburg-bridges-MATERIAL,0,68,identity
pittsburg-bridges-MATERIAL,0,69,identity
pittsburg-bridges-MATERIAL,0,70,identity
pittsburg-bridges-MATERIAL,0,71,identity
pittsburg-bridges-MATERIAL,0,72,identity
pittsburg-bridges-MATERIAL,0,73,ht_svd
pittsburg-bridges-MATERIAL,0,74,identity
pittsburg-bridges-MATERIAL,0,75,identity
pittsburg-bridges-MATERIAL,0,76,identity
pittsburg-bridges-MATERIAL,0,77,identity
pittsburg-bridges-MATERIAL,0,78,identity
pittsburg-bridges-MATERIAL,0,79,identity
pittsburg-bridges-MATERIAL,0,80,identity
pittsburg-bridges-MATERIAL,0,81,ht_svd
pittsburg-bridges-MATERIAL,0,82,identity
pittsburg-bridges-MATERIAL,0,83,ht_svd
pittsburg-bridges-MATERIAL,0,84,identity
pittsburg-bridges-MATERIAL,0,85,identity
pittsburg-bridges-MATERIAL,0,86,identity
pittsburg-bridges-MATERIAL,0,87,identity
pittsburg-bridges-MATERIAL,0,88,identity
pittsburg-bridges-MATERIAL,0,89,identity
pittsburg-bridges-MATERIAL,0,90,ht_svd
pittsburg-bridges-MATERIAL,0,91,identity
pittsburg-bridges-MATERIAL,0,92,identity
pittsburg-bridges-MATERIAL,0,93,identity
pittsburg-bridges-MATERIAL,0,94,identity
pittsburg-bridges-MATERIAL,0,95,identity
pittsburg-bridges-MATERIAL,0,96,identity
pittsburg-bridges-MATERIAL,0,97,ht_svd
pittsburg-bridges-MATERIAL,0,98,ht_svd
pittsburg-bridges-MATERIAL,0,99,identity
pittsburg-bridges-MATERIAL,1,0,identity
pittsburg-bridges-MATERIAL,1,1,ht_svd
pittsburg-bridges-MATERIAL,1,2,ht_svd
pittsburg-bridges-MATERIAL,1,3,identity
pittsburg-bridges-MATERIAL,1,4,identity
pittsburg-bridges-MATERIAL,1,5,autofeat
pittsburg-bridges-MATERIAL,1,6,autofeat
pittsburg-bridges-MATERIAL,1,7,autofeat
pittsburg-bridges-MATERIAL,1,8,random_proj
pittsburg-bridges-MATERIAL,1,9,autofeat
pittsburg-bridges-MATERIAL,1,10,autofeat
pittsburg-bridges-MATERIAL,1,11,identity
pittsburg-bridges-MATERIAL,1,12,autofeat
pittsburg-bridges-MATERIAL,1,13,identity
pittsburg-bridges-MATERIAL,1,14,identity
pittsburg-bridges-MATERIAL,1,15,identity
pittsburg-bridges-MATERIAL,1,16,identity
pittsburg-bridges-MATERIAL,1,17,ht_svd
pittsburg-bridges-MATERIAL,1,18,autofeat
pittsburg-bridges-MATERIAL,1,19,autofeat
pittsburg-bridges-MATERIAL,1,20,random_proj
pittsburg-bridges-MATERIAL,1,21,random_proj
pittsburg-bridges-MATERIAL,1,22,autofeat
pittsburg-bridges-MATERIAL,1,23,random_proj
pittsburg-bridges-MATERIAL,1,24,random_proj
pittsburg-bridges-MATERIAL,1,25,random_proj
pittsburg-bridges-MATERIAL,1,26,autofeat
pittsburg-bridges-MATERIAL,1,27,ht_svd
pittsburg-bridges-MATERIAL,1,28,ht_svd
pittsburg-bridges-MATERIAL,1,29,ht_svd
pittsburg-bridges-MATERIAL,1,30,ht_svd
pittsburg-bridges-MATERIAL,1,31,autofeat
pittsburg-bridges-MATERIAL,1,32,random_proj
pittsburg-bridges-MATERIAL,1,33,autofeat
pittsburg-bridges-MATERIAL,1,34,random_proj
pittsburg-bridges-MATERIAL,1,35,identity
pittsburg-bridges-MATERIAL,1,36,autofeat
pittsburg-bridges-MATERIAL,1,37,ht_svd
pittsburg-bridges-MATERIAL,1,38,random_proj
pittsburg-bridges-MATERIAL,1,39,autofeat
pittsburg-bridges-MATERIAL,1,40,random_proj
pittsburg-bridges-MATERIAL,1,41,random_proj
pittsburg-bridges-MATERIAL,1,42,random_proj
pittsburg-bridges-MATERIAL,1,43,random_proj
